0, 0, 350
CreateObject(14588, -920.746765, 312.975799, 1017.044622, 0.000000, 0.000000, 0.000000);
CreateObject(1966, -937.594482, 294.275054, 1017.661968, 0.000000, 0.000000, -89.999984);
CreateObject(1966, -937.664611, 287.596679, 1017.476045, 0.000000, 0.000000, -89.999984);
CreateObject(1966, -937.544433, 311.067077, 1017.500251, 0.000000, 0.000000, -89.999984);
CreateObject(1966, -937.519409, 320.286437, 1017.556781, 0.000000, 0.000000, -89.999984);
CreateObject(1966, -937.744628, 332.337066, 1017.612861, 0.000000, 0.000000, -89.999984);
CreateObject(1966, -937.544433, 350.983154, 1017.650547, 0.000000, 0.000000, -89.999984);
CreateObject(1499, -904.158569, 337.452301, 1013.075099, 0.000000, 0.000000, -89.999984);
CreateObject(1499, -904.135742, 334.451019, 1013.075098, 0.000000, 0.000000, -269.999938);
CreateObject(994, -923.155151, 284.267395, 1013.181293, 0.000000, 0.000000, -180.000015);
CreateObject(994, -913.514343, 284.260284, 1013.174430, 0.000000, 0.000000, -180.000015);
CreateObject(995, -913.272094, 279.880493, 1013.929244, 98.835159, 0.000000, 89.999984);
CreateObject(995, -929.414733, 279.742858, 1013.729245, 98.835159, 0.000000, 89.999984);
CreateObject(1437, -924.026550, 281.873107, 108.593235, 0.000000, 0.000000, -89.999984);
CreateObject(1437, -918.223937, 282.145416, 108.586379, 0.000000, 0.000000, -269.999938);
CreateObject(1237, -919.674865, 283.531799, 1013.076994, 0.000000, 0.000000, 0.000000);
CreateObject(1237, -919.677062, 280.089324, 1013.076994, 0.000000, 0.000000, 0.000000);
CreateObject(1237, -922.567382, 280.355163, 1013.076994, 0.000000, 0.000000, 0.000000);
CreateObject(1237, -922.636413, 283.745666, 1013.083858, 0.000000, 0.000000, 0.000000);
CreateObject(10282, -909.530090, 271.924530, 1014.058379, 0.000000, 0.000000, 179.999969);
CreateObject(14875, -910.985107, 273.274810, 1013.891435, 0.000000, 0.000000, 89.999984);
CreateObject(920, -906.181640, 273.817840, 1013.558777, 0.000000, 0.000000, -89.999984);
CreateObject(943, -907.505920, 278.229797, 1013.844049, 0.000000, 0.000000, -89.999984);
CreateObject(1353, -909.315734, 275.057434, 1013.745567, 0.000000, 0.000000, 0.000000);
CreateObject(934, -934.168640, 282.394683, 1014.402393, 0.000000, 0.000000, -179.999969);
CreateObject(934, -930.825744, 282.720794, 1014.402393, 0.000000, 0.000000, -179.999969);
CreateObject(929, -908.613037, 281.260742, 1014.035196, 0.000000, 0.000000, -180.000015);
CreateObject(934, -932.349121, 288.621124, 1014.402393, 0.000000, 0.000000, -269.999938);
CreateObject(1687, -936.017395, 314.009796, 1013.885509, 0.000000, 0.000000, -89.999984);
CreateObject(3273, -910.557800, 317.300201, 1013.070302, 0.000000, 0.000000, 0.000000);
CreateObject(3273, -910.808776, 294.406524, 1013.074113, 0.000000, 0.000000, 0.000000);
CreateObject(3273, -911.167724, 305.119445, 1013.074113, 0.000000, 0.000000, 0.000000);
CreateObject(3638, -927.187744, 337.580322, 1016.054595, 0.000000, 0.000000, 0.000000);
CreateObject(3851, -933.246032, 323.217651, 1014.312904, 90.240791, 0.000000, -89.999984);
CreateObject(3851, -923.742736, 323.217834, 1014.341102, 90.240791, 0.000000, -89.999984);
CreateObject(8378, -916.207885, 350.955200, 1011.605684, -91.100227, 0.000000, -180.000015);
CreateObject(9362, -906.764770, 352.135925, 1013.825144, 0.000000, 0.000000, 0.000000);
CreateObject(14455, -917.243347, 353.554382, 1014.745874, 0.000000, 0.000000, -89.999984);
CreateObject(16637, -915.335266, 348.023925, 1014.581992, 0.000000, 0.000000, -89.999984);
CreateObject(16637, -915.313476, 348.013214, 1017.610601, 0.000000, 0.000000, -89.999984);
CreateObject(16637, -911.526367, 348.032440, 1017.607002, 0.000000, 0.000000, -89.999984);
CreateObject(16637, -907.703918, 348.017425, 1014.581992, 0.000000, 0.000000, -89.999984);
CreateObject(16637, -903.901000, 347.996643, 1014.595121, 0.000000, 0.000000, -89.999984);
CreateObject(16637, -907.715698, 348.021636, 1017.609806, 0.000000, 0.000000, -89.999984);
CreateObject(1738, -932.445068, 316.545013, 1014.477523, 0.000000, 0.000000, -179.999969);
CreateObject(1738, -922.863586, 316.471099, 1014.477523, 0.000000, 0.000000, -359.999938);
CreateObject(3851, -917.649963, 316.359069, 1015.696609, 0.000000, 0.000000, 0.000000);
CreateObject(854, -918.124816, 280.898925, 1013.280857, 0.000000, 0.000000, 56.250015);
CreateObject(1327, -917.970092, 282.948547, 1012.467082, 5.156620, 90.240791, 12.032113);
CreateObject(1345, -916.282348, 280.223724, 1012.019241, 0.000000, 15.469861, 24.064226);
CreateObject(1462, -916.568420, 281.132385, 1012.663753, -116.023834, 0.000000, 0.000000);
CreateObject(1549, -916.548583, 281.259796, 1013.074920, -92.819107, 0.000000, 81.646430);
CreateObject(1773, -916.885009, 281.877655, 1012.548504, -100.554039, 0.000000, 0.000000);
CreateObject(1777, -916.517822, 282.565856, 1012.063253, 79.927558, 21.485918, 9.453804);
CreateObject(2062, -914.829895, 280.053588, 1011.492749, 0.000000, 0.000000, 0.000000);
CreateObject(18249, -916.299560, 275.664703, 105.441863, 9.453804, 1.718873, 0.000000);
CreateObject(2906, -916.526306, 281.222473, 1012.973125, 70.473747, 84.224739, -15.469861);
CreateObject(2905, -916.834045, 280.975463, 1013.017772, 65.317131, 115.164405, 32.658596);
CreateObject(18249, -917.927246, 275.520538, 105.497319, 9.453804, 1.718873, 0.000000);
CreateObject(18249, -924.435607, 277.221008, 106.631064, 9.453804, 1.718873, 0.000000);
CreateObject(18249, -925.549865, 274.919494, 108.837270, -3.437746, -16.329298, 4.297183);
CreateObject(2901, -911.671508, 274.168762, 1014.321290, 0.000000, 0.000000, -89.999984);
CreateObject(2960, -925.428222, 280.604858, 1013.657270, 26.642538, -100.554039, 167.590438);
CreateObject(2960, -926.626770, 282.042022, 1012.399942, -5.156620, -52.425582, 89.390586);
CreateObject(2960, -927.195129, 281.220428, 1014.097084, -5.156620, -38.674652, 55.976142);
