432, 847.833251, -3476.449218, 6.742215, 180.0
432, 842.326721, -3473.111328, 6.737099, 180.0
470, 869.732971, -3443.167236, 3.804836, 0.0
470, 866.502929, -3447.340332, 4.164486, 0.0
470, 863.441650, -3452.221679, 4.564002, 0.0
433, 860.410400, -3456.285888, 5.417826, 0.0
433, 857.098327, -3461.314697, 5.834513, 0.0
595, 1054.69641, -3266.781982, 0.413221, 359.0
595, 1087.896118, -3509.419189, 0.043960, 20.0
460, 1039.957397, -3449.106933, 1.790633, 0.0
476, 918.212341, -3330.867675, 3.219459, 180.0
476, 903.363464, -3357.715820, 5.309946, 180.0
476, 1262.688598, -3409.706298, 2.586541, 52.213989
476, 1259.362792, -3392.433837, 2.586526, 57.913753
476, 1257.901733, -3376.787597, 2.588957, 62.948310
476, 1213.104125, -3433.355224, 3.223411, 314.178527
470, 1230.404052, -3187.555664, 1.861611, 102.408348
470, 1229.599121, -3183.339355, 1.862883, 102.412254
