2559.434570, 2304.454101, 10.820312
2540.713623, 2425.166992, 10.956624
2604.840820, 2437.316162, 10.950216
2613.785644, 2406.589843, 17.822631
2566.153564, 2296.703125, 17.824882
2578.971923, 2292.334228, 10.821140
2550.273925, 2246.873046, 10.829532
2533.241210, 2539.844482, 10.827838
2405.141357, 2576.171142, 10.821678
2466.866210, 2495.501220, 10.821197
2362.352294, 2528.721923, 10.822176
2307.240478, 2569.956787, 10.820720
2246.385986, 2558.754150, 10.824213
2212.583496, 2523.868652, 10.824828
2251.368652, 2489.226074, 10.990804
2271.467041, 2475.767822, 10.820312
2093.508300, 2504.572509, 11.079591
1973.286987, 2494.332519, 11.183664
1967.574096, 2445.410400, 11.178249
1879.193847, 2347.993408, 10.979915
1879.898071, 2402.477050, 20.828125
1949.124511, 2374.612060, 23.851562
1949.742187, 2324.780517, 10.820312
2003.650756, 2320.577880, 10.820312
2025.502685, 2333.510742, 10.820312
1984.251586, 2301.596435, 17.555786
1978.889526, 2211.624755, 27.195312
1975.170898, 2185.073974, 17.334693
1988.651733, 2204.097412, 11.698224
1886.156372, 2209.708740, 18.484375
1846.202026, 2255.522460, 10.820312
1848.053344, 2385.648193, 10.979915
1817.203491, 2159.002441, 10.820312
1785.058105, 2082.805419, 10.864019
1732.350952, 2113.542236, 12.289062
1725.910156, 2036.888183, 10.820312
1865.068847, 2066.620117, 10.820312
1886.286987, 2021.117675, 13.788408
1886.286987, 2021.117675, 13.788408
1974.070800, 2038.527099, 10.812988
2011.917602, 2040.370971, 10.820312
2062.710205, 2164.194091, 19.155933
2101.557617, 2156.631103, 17.759168
2102.486083, 2128.176269, 18.580097
2088.555664, 2062.287841, 10.820312
2167.581787, 2120.668457, 10.828125
2003.433227, 2038.481689, 10.820312
1982.344116, 1985.596313, 23.230350
2057.419189, 1992.940185, 11.648437
2185.723388, 2008.809570, 10.820312
2091.698242, 1976.457031, 11.014880
2223.429199, 1994.394287, 15.346448
2196.472656, 2064.667968, 10.820312
2310.788085, 2036.313476, 10.820312
2388.895263, 2013.493774, 10.820312
2452.228027, 2013.636352, 10.820312
2477.259521, 1947.775024, 10.220883
2477.423095, 1921.520629, 13.549184
2402.259033, 1897.203735, 11.523437
2401.845947, 1818.943359, 16.322219
2209.729736, 1826.001586, 10.820312
2154.961181, 1724.010498, 11.046875
2162.798583, 1654.086181, 11.046875
2017.159667, 1623.180786, 11.601562
1993.702392, 1579.541625, 17.569759
1972.600585, 1590.953613, 22.773437
1997.076171, 1521.429687, 17.062500
2084.852783, 1481.870361, 10.820312
2095.143554, 1415.739501, 10.820312
2025.178344, 1364.147338, 10.820312
2494.255126, 1961.347412, 10.820312
2471.399902, 1961.997436, 10.773399
2438.783691, 1958.274169, 10.813152
2380.498291, 1958.946166, 11.656250
2417.298339, 1954.866699, 6.015625
2375.772216, 1832.198974, 6.015625
2433.507568, 1872.176269, 8.156253
2476.428222, 1865.193603, 10.820312
2488.265136, 1838.327880, 10.820312
2494.787353, 1860.865478, 13.637859
2424.354736, 1874.207641, 16.322219
2466.684570, 1884.498291, 21.690937
2474.676025, 2024.685058, 16.093750
2535.922363, 2041.329345, 11.164535
2525.200195, 2026.407104, 11.171875
1999.838867, 1555.286865, 35.569084
2612.872070, 2076.613769, 14.116060
2641.927490, 2041.744873, 10.953125
2620.018798, 2036.856689, 10.820312
2615.409667, 2026.235961, 10.820312
2652.131347, 1966.793701, 11.022022
2349.974365, 1380.448974, 41.007438
2640.517578, 2174.645019, 10.898093
2642.108398, 2279.946533, 11.211545
2323.821044, 1283.097656, 97.496131
2639.001953, 2332.781494, 36.705879
2749.124023, 2482.545166, 11.196998
2763.274902, 2480.352294, 17.671875
2776.063232, 2495.867675, 17.671875
2794.039062, 2514.673339, 17.671875
2810.751708, 2531.705078, 17.671875
2823.678222, 2545.086425, 17.671875
2847.935791, 2533.147705, 17.671875
2872.822998, 2512.582763, 17.671875
2890.429443, 2497.197265, 17.671875
2893.717285, 2479.707275, 17.671875
2873.446533, 2454.926757, 17.671875
2852.616699, 2434.193603, 17.671875
2835.588378, 2416.712890, 17.671875
2821.451171, 2425.494873, 17.671875
2800.120361, 2446.729980, 17.671875
2780.388916, 2466.446044, 17.671875
2783.897705, 2548.812744, 25.244976
2783.480468, 2558.792236, 10.820312
1701.211059, 1808.321166, 10.820312
2793.795654, 2528.947998, 11.062500
2617.159179, 2405.493652, 17.820312
1499.550170, 2029.257324, 14.739588
2629.390380, 2418.116210, 10.813207
2613.413085, 2458.492431, 10.820312
2545.876464, 2326.355712, 10.820312
2515.683349, 2325.917724, 10.820312
2505.588134, 2322.035156, 14.881299
2473.817382, 2225.895263, 10.820312
2470.608642, 2336.136230, 10.820312
2447.092773, 2275.453613, 10.820312
2411.013671, 2536.659179, 10.820312
2324.623046, 2568.541259, 10.820189
2371.176757, 2540.575683, 10.820312
2251.201416, 2489.118408, 10.990804
1992.095581, 2329.739501, 10.820312
1959.196655, 2323.593261, 10.820312
1961.721435, 2323.705566, 16.468750
1975.355346, 2324.591796, 17.555786
2007.926269, 2306.814453, 16.231842
2012.621337, 2206.064941, 11.333247
2566.922607, 1551.457641, 13.406250
2559.625488, 1561.543090, 10.820312
2566.621337, 1573.979736, 13.406250
2512.351562, 1591.328002, 10.820312
2440.376220, 1601.937500, 10.820312
2461.432373, 1558.158081, 11.781250
2451.800048, 1515.621093, 10.820312
2439.252197, 1484.439697, 10.845386
2442.312255, 1458.151733, 10.906250
2468.771240, 1435.432006, 10.906250
2464.763183, 1403.077880, 10.906250
2534.934570, 1386.329223, 10.820312
2559.264648, 1385.755493, 10.820312
2614.517333, 1437.148803, 10.820312
2782.633300, 1460.400024, 10.852214
2761.102539, 1455.207153, 10.846059
2801.850097, 1381.560180, 10.898437
2799.222900, 1302.448974, 10.898437
2774.696777, 1253.274902, 11.312500
2776.039550, 1193.368530, 10.820312
2784.443359, 1191.142089, 10.849619
2784.855712, 1184.055297, 10.851231
2777.951416, 1176.256835, 10.824254
2779.885253, 1179.087280, 12.239092
2781.488769, 1186.160400, 12.239092
2774.988525, 1187.447631, 12.323807
2770.116455, 1187.341186, 12.323807
2767.609619, 1182.746215, 12.323807
2774.290283, 1181.653564, 12.323807
2773.659179, 1151.892333, 10.820312
2779.857666, 1146.924072, 10.831703
2783.861816, 1143.083129, 10.847348
2778.929931, 1133.481323, 10.828078
2772.957275, 1129.709594, 10.820312
2768.528808, 1133.457885, 10.820312
2764.214111, 1137.442382, 10.820312
2758.145751, 1143.317382, 10.820312
2788.490722, 1143.627563, 10.865433
2743.229980, 1180.945312, 23.561038
2742.255126, 1196.756958, 23.985366
2664.849609, 1194.577880, 26.923290
2633.476318, 1188.336425, 26.918153
2634.566650, 1230.490600, 26.918153
2656.243896, 1231.793579, 26.918153
2622.725341, 1140.186279, 10.820312
2653.081054, 1141.582885, 11.079701
2796.556640, 989.845520, 10.750000
2847.611816, 983.407836, 10.750000
2886.560546, 943.938903, 10.750000
2883.863525, 902.684143, 17.689647
2881.290771, 861.884887, 20.285955
2805.979980, 854.466308, 10.750000
2714.115478, 810.707824, 10.891298
2715.061523, 812.082214, 21.765750
2675.600097, 835.961364, 13.712673
2654.832763, 792.464965, 5.315796
2561.528320, 805.022216, 5.315796
2568.251464, 808.768249, 16.804687
2589.023681, 788.437744, 10.954463
2542.520019, 752.701354, 11.023437
2526.031250, 743.538574, 14.739588
2533.806152, 706.036560, 10.820312
2465.098632, 683.268676, 11.460937
2466.033203, 724.169433, 11.030256
2394.229248, 729.505615, 11.200505
2391.317382, 751.053649, 11.359375
2368.010253, 747.532958, 11.460937
2344.866455, 740.206176, 15.738548
2346.703125, 734.328247, 11.468292
2352.944091, 690.208618, 11.460937
2379.093017, 675.731262, 11.253404
2398.625488, 645.881713, 11.011108
2337.601318, 651.433227, 11.297777
2273.949951, 652.573486, 10.820312
2193.132812, 1993.535888, 12.296875, 89.059486
2292.184570, 2452.681152, 10.820312, 87.371177
1883.795043, 2072.664550, 11.062500, 268.906860
1606.557250, 1820.489135, 10.828001, 358.539672
2086.237060, 1165.598510, 10.820312, 32.106960
2627.921386, 1071.749023, 10.820312, 88.321586
2545.741943, 1964.920776, 10.820312, 181.635543
2512.988769, 2346.288330, 10.820312, 251.186492
2034.739257, 1543.709350, 10.820312, 261.641418
1554.737670, 1032.184692, 10.820312, 272.606689
1568.681152, 1927.144409, 10.820312, 176.907424
1980.424926, 2234.672607, 27.195312, 157.602523
2029.135131, 1918.499511, 12.336499, 131.002441
2180.573730, 2378.857910, 10.820312, 265.461639
1624.012084, 1817.516479, 10.820312, 154.208557
1892.189819, 703.397827, 10.820312, 90.193740
1583.149414, 672.089477, 10.820312, 358.302215
1405.459228, 730.384582, 10.820312, 269.947082
1342.836181, 1166.397216, 10.820312, 270.615631
1033.637451, 1356.570068, 10.820312, 357.257476
1098.505615, 1698.003906, 10.820312, 0.881377
1038.552368, 1868.144165, 11.468750, 88.941246
961.616821, 2072.739013, 10.820312, 269.428649
1153.625610, 2286.751708, 16.718750, 88.762298
1271.980957, 2605.718017, 10.828124, 177.706024
1433.830322, 2656.846923, 11.392612, 355.692779
1460.279296, 2773.404541, 10.820312, 267.000518
1606.474731, 2781.263671, 10.820312, 268.334777
1767.513427, 2860.538574, 10.828306, 177.866760
2105.012207, 2740.851318, 10.820312, 270.465393
2204.613281, 2758.027587, 10.820312, 4.570846
2128.091796, 717.211791, 11.460937, 270.993103
2496.143554, 1644.351928, 14.265625, 88.733154
2629.428955, 1717.200073, 11.023437, 89.712448
