-2211.581787, 577.525756, 35.171875, 179.046524
-2186.947998, 1006.432739, 80.000000, 0.692386
-2179.109863, 1251.400512, 30.121330, 1.157244
-2166.407226, 1191.024536, 55.631610, 180.276260
-2132.285644, 1117.926635, 73.996551, 89.437141
-2100.116943, 955.641540, 71.169502, 185.059707
-2116.668212, 925.661193, 86.079063, 94.529647
-2207.046142, 719.649108, 49.503318, 1.904747
-2126.605712, 654.562683, 52.367187, 93.092903
-2102.517333, 654.125671, 52.367187, 267.049713
-2080.782714, 794.304138, 69.562500, 359.217651
-2021.144653, 953.716064, 46.274154, 270.018676
-1984.177612, 1118.273681, 53.126319, 274.699340
-1943.301269, 1190.905395, 45.447437, 184.516967
-1867.782348, 1049.021240, 46.085937, 88.666015
-1935.934326, 798.491027, 55.718750, 268.245208
-1830.667114, 715.727600, 38.307521, 357.734527
-1794.130859, 811.230895, 24.890625, 358.406280
-1756.215942, 957.378112, 24.882812, 177.648223
-1789.393066, 1202.116088, 25.125000, 180.841400
-1686.027099, 1203.421386, 32.968750, 97.540885
-1702.390258, 1341.191040, 7.179687, 134.702178
-1954.845214, 1336.605590, 7.187500, 180.229858
-1607.015502, 788.860534, 6.820312, 314.582244
-1616.713256, 682.050598, 7.187500, 95.391281
-1961.988769, 487.141967, 35.171875, 269.546569
-2271.073242, 534.408386, 35.015625, 268.746459
-2413.279785, 727.810852, 35.171875, 357.291870
-2356.647705, 994.921142, 50.898437, 144.359268
-2302.692138, 1098.412963, 80.005897, 309.424102
-2520.359863, 1146.156616, 55.733268, 174.967620
-2518.895507, 1214.578613, 37.428329, 269.158325
-2655.299560, 1379.386596, 7.146709, 265.517517
-2472.596923, 1071.234619, 55.802215, 1.931986
-2629.236572, 608.072265, 14.453125, 187.086883
-2721.842285, 915.387329, 67.593750, 94.423294
-1953.579833, 292.195556, 35.468750, 82.896392
-1920.457397, 487.712646, 35.171875, 88.847213
-2442.818847, 523.120422, 29.912708, 267.383666
-2505.041015, 265.529968, 35.171875, 271.556640
-2655.929687, 376.050231, 4.333411, 89.471328
-2734.386230, 77.499702, 4.335937, 318.875122
-2547.479003, 191.063720, 13.039062, 89.116043
-2309.000732, 150.136917, 35.312500, 270.138244
-2028.787231, 149.675979, 28.835937, 236.402618
-1957.597167, 113.295547, 27.687500, 271.828033
-2032.318847, -100.076377, 35.164062, 354.924804
-2140.731201, -102.012725, 35.320312, 320.123626
-2328.141601, -166.492248, 35.554687, 179.143157
-2482.969238, -284.973876, 40.542221, 345.960906
-2442.480468, -163.666244, 35.354564, 265.705139
-2670.810791, -5.574127, 6.132812, 90.095886
-2757.442382, -193.174789, 6.971165, 178.874465
-2723.597900, -315.559722, 7.177934, 44.372379
-1821.170776, -175.723052, 9.398437, 94.088378
-1705.930053, 11.847597, 3.554687, 319.941223
-1705.930053, 11.847597, 3.554687, 319.941223
-2121.720214, -444.910705, 35.534351, 87.072151
-1954.470092, -984.753906, 35.890884, 358.820800
-2129.483886, -977.939331, 32.171875, 359.531036
-1827.108276, -82.885070, 15.109375, 339.913574
-1707.672363, 399.179595, 7.179687, 219.174484
-1910.311889, 214.335433, 35.156250, 43.123741
-2134.890380, 263.103027, 38.976802, 86.996139
-2315.513916, -25.057292, 35.320312, 53.576889
-1838.507202, 989.620788, 45.555263, 1.105883
-1936.121826, 882.399414, 38.512737, 269.927459
-1852.387451, 987.863464, 35.321220, 175.908340
-1628.676513, 885.117065, 9.304345, 359.857360
-1652.951782, 783.438720, 18.212390, 177.059738
-1827.555053, 571.857666, 35.164062, 239.473815
