4, 0, 350
CreateDYNObject(8390, 1407.689453, 1812.944336, 29.148714, 0.0000, 0.0000, 269.9540);
CreateDYNObject(9585, 1433.570313, 1639.208008, 2.693813, 0.0000, 342.1294, 89.3233);
CreateDYNObject(9586, 1433.432617, 1634.211914, 12.061396, 0.0000, 342.1294, 89.3233);
CreateDYNObject(1632, 1424.155762, 1718.475708, 39.204403, 21.8346, 0.0000, 0.0000);
CreateDYNObject(1632, 1428.285156, 1718.476318, 39.204403, 21.8288, 0.0000, 0.0000);
CreateDYNObject(1632, 1432.413086, 1718.477539, 39.204403, 21.8231, 0.0000, 0.0000);
CreateDYNObject(1632, 1436.516479, 1718.480835, 39.204403, 21.8288, 0.0000, 0.0000);
CreateDYNObject(1632, 1440.669067, 1718.481567, 39.204403, 21.8288, 0.0000, 0.0000);
CreateDYNObject(1632, 1444.787598, 1718.465820, 39.204403, 21.8288, 0.0000, 0.0000);
CreateDYNObject(10757, 1445.517944, 1222.516235, 11.561619, 353.4969, 5.9522, 42.4324);
CreateDYNObject(13635, 1445.366211, 1222.779297, 11.995208, 0.0000, 0.0000, 0.0000);
CreateDYNObject(3665, 1435.532104, 1428.526978, 11.801905, 0.0000, 0.0000, 0.0000);
CreateDYNObject(3458, 1339.991455, 1832.835327, 44.282997, 0.0000, 0.0000, 270.1774);
CreateDYNObject(3458, 1340.110718, 1792.481201, 44.282997, 0.0000, 0.0000, 270.1717);
CreateDYNObject(11292, 1353.135132, 1860.098145, 43.308056, 0.0000, 0.0000, 0.0000);
CreateDYNObject(978, 1350.559082, 1852.377441, 42.309223, 0.0000, 0.0000, 178.6474);
CreateDYNObject(6986, 1481.862549, 1768.171021, 39.379147, 0.0000, 0.0000, 89.3233);
CreateDYNObject(7913, 1446.887329, 1822.593018, 46.153553, 0.0000, 0.0000, 0.0000);
CreateDYNObject(7913, 1446.886719, 1822.592773, 46.153553, 0.0000, 0.0000, 180.1371);
CreateDYNObject(8644, 1477.347168, 1793.973145, 45.794781, 0.0000, 0.0000, 205.7311);
CreateDYNObject(16124, 1450.704102, 1671.985352, 7.011181, 0.0000, 0.0000, 0.0000);
CreateDYNObject(16124, 1418.761353, 1688.746826, 8.758553, 0.0000, 0.0000, 169.0389);
CreateDYNObject(622, 1413.463135, 1694.004883, 9.820313, 0.0000, 0.0000, 27.7876);
CreateDYNObject(634, 1411.125488, 1656.611572, 9.512711, 0.0000, 0.0000, 0.0000);
CreateDYNObject(979, 1453.135498, 1748.744995, 10.660533, 0.0000, 0.0000, 161.1435);
