0, 0, 600
CreateDYNObject(13591, -836.3212890625, 2012.37109375, 60.099769592285, 0, 0, 308.38998413086);
CreateDYNObject(3593, -842.78802490234, 2020.9593505859, 60.955307006836, 350.07507324219, 0, 25.804992675781);
CreateDYNObject(3594, -844.55841064453, 2022.0068359375, 59.818675994873, 0, 0, 324.26995849609);
CreateDYNObject(12957, -842.20812988281, 2018.2818603516, 60.110263824463, 0, 0, 19.850006103516);
CreateDYNObject(18451, -848.92309570313, 2024.3929443359, 59.699928283691, 0, 0, 306.4049987793);
CreateDYNObject(1503, -845.72528076172, 2025.8599853516, 58.9375, 0, 0, 121.08502197266);
CreateDYNObject(854, -841.69989013672, 2013.8538818359, 59.394241333008, 0, 0, 0);
CreateDYNObject(853, -849.29150390625, 2020.7423095703, 59.588172912598, 0, 0, 0);
CreateDYNObject(852, -849.60229492188, 2029.0246582031, 59.381847381592, 0, 0, 0);
CreateDYNObject(851, -838.83111572266, 2018.220703125, 59.694717407227, 0, 0, 0);
CreateDYNObject(849, -841.44537353516, 2012.0141601563, 59.487255096436, 0, 0, 0);
CreateDYNObject(3302, -851.40356445313, 2027.0450439453, 60.449100494385, 0, 101.23501586914, 27.790008544922);
CreateDYNObject(4520, -843.45721435547, 2006.7297363281, 60.221389770508, 1.9849853515625, 19.850006103516, 221.04998779297);
CreateDYNObject(3091, -845.29766845703, 2014.8428955078, 60.060779571533, 354.04501342773, 11.910003662109, 316.32998657227);
CreateDYNObject(2985, -842.53619384766, 2018.6695556641, 61.660701751709, 1.9849853515625, 0, 217.07995605469);
CreateDYNObject(2931, -841.00225830078, 2019.6254882813, 59.3828125, 0, 0, 131.01000976563);
CreateDYNObject(2037, -842.63208007813, 2019.107421875, 61.923480987549, 0, 0, 0);
CreateDYNObject(2060, -842.24499511719, 2018.2672119141, 61.828731536865, 0, 0, 115.13003540039);
CreateDYNObject(2060, -842.64453125, 2019.4166259766, 61.704517364502, 0, 0, 115.12576293945);
CreateDYNObject(2060, -842.244140625, 2018.2666015625, 62.109477996826, 0, 0, 115.12573242188);
CreateDYNObject(2060, -842.244140625, 2018.2666015625, 62.385509490967, 0, 0, 115.12573242188);
CreateDYNObject(2060, -842.63073730469, 2019.416015625, 61.99435043335, 0, 0, 115.12573242188);
CreateDYNObject(2060, -842.50573730469, 2019.4849853516, 62.242778778076, 0, 0, 115.12573242188);
CreateDYNObject(2060, -843.30834960938, 2020.0705566406, 61.594104766846, 0, 0, 148.87072753906);
CreateDYNObject(2060, -843.3076171875, 2020.0703125, 61.847248077393, 0, 0, 148.87023925781);
CreateDYNObject(2060, -843.3076171875, 2020.0703125, 62.129566192627, 0, 0, 148.87023925781);
CreateDYNObject(2060, -842.90759277344, 2019.8186035156, 62.35510635376, 0, 0, 132.990234375);
CreateDYNObject(2036, -842.33526611328, 2019.7452392578, 62.163654327393, 0, 236.21508789063, 0);
CreateDYNObject(2036, -842.19702148438, 2019.4002685547, 62.163654327393, 0, 236.21154785156, 0);
CreateDYNObject(2035, -840.71868896484, 2018.8505859375, 62.114654541016, 0, 0, 0);
CreateDYNObject(2035, -841.36608886719, 2018.6298828125, 62.114654541016, 0, 0, 296.47998046875);
CreateDYNObject(2035, -841.79455566406, 2018.3505859375, 62.114654541016, 0, 306.4049987793, 201.19732666016);
CreateDYNObject(1672, -841.06549072266, 2019.1795654297, 62.239303588867, 0, 0, 0);
CreateDYNObject(1672, -840.5654296875, 2019.1787109375, 62.239303588867, 0, 0, 0);
CreateDYNObject(1672, -840.57922363281, 2019.7856445313, 62.239303588867, 0, 0, 0);
CreateDYNObject(2034, -841.26574707031, 2020.0559082031, 61.940734863281, 0, 0, 0);
CreateDYNObject(2033, -841.0615234375, 2020.1175537109, 61.871070861816, 0, 0, 5.9549865722656);
CreateDYNObject(2044, -840.97106933594, 2019.3551025391, 61.994091033936, 0, 0, 0);
CreateDYNObject(2044, -841.41723632813, 2019.3544921875, 61.994091033936, 0, 0, 314.3450012207);
CreateDYNObject(2044, -841.67907714844, 2020.1665039063, 61.994091033936, 0, 0, 11.905395507813);
CreateDYNObject(2905, -858.73461914063, 2014.8292236328, 59.278949737549, 0, 0, 0);
CreateDYNObject(2905, -861.484375, 2011.0791015625, 59.278949737549, 0, 0, 346.10501098633);
CreateDYNObject(2905, -869.234375, 2007.8291015625, 59.278949737549, 0, 0, 262.73291015625);
CreateDYNObject(2905, -864.234375, 1993.8291015625, 59.278949737549, 0, 0, 262.73254394531);
CreateDYNObject(2905, -848.484375, 2001.3291015625, 59.278949737549, 0, 0, 230.97259521484);
CreateDYNObject(2905, -854.734375, 2002.3291015625, 59.278949737549, 0, 0, 230.97106933594);
CreateDYNObject(2905, -843.234375, 2008.3291015625, 59.278949737549, 0, 0, 173.40606689453);
CreateDYNObject(2905, -853.484375, 2021.8291015625, 59.278949737549, 0, 0, 119.80770874023);
CreateDYNObject(2905, -850.59344482422, 2010.5834960938, 59.473297119141, 0, 0, 0);
CreateDYNObject(2905, -858.8427734375, 2006.5830078125, 59.473297119141, 0, 0, 300.44998168945);
CreateDYNObject(2905, -863.85205078125, 2017.8924560547, 59.474262237549, 0, 0, 302.43499755859);
CreateDYNObject(2905, -860.8515625, 2021.3916015625, 59.474262237549, 0, 0, 258.76196289063);
CreateDYNObject(2905, -852.1015625, 1994.6416015625, 59.474262237549, 0, 0, 258.76098632813);
CreateDYNObject(2906, -855.08172607422, 2008.1585693359, 59.455860137939, 0, 0, 0);
CreateDYNObject(2906, -850.0810546875, 2012.158203125, 59.507923126221, 0, 109.17501831055, 75.430023193359);
CreateDYNObject(2906, -858.0810546875, 2003.158203125, 59.452716827393, 0, 109.17114257813, 75.426635742188);
CreateDYNObject(2906, -851.3310546875, 2001.158203125, 59.377422332764, 0, 109.17114257813, 75.426635742188);
CreateDYNObject(2906, -849.3310546875, 2005.658203125, 59.377422332764, 0, 109.17114257813, 33.741638183594);
CreateDYNObject(2906, -854.5810546875, 2017.908203125, 59.377422332764, 0, 109.17114257813, 33.739013671875);
